Invoice_ID,Branch,City,Customer_Type,Gender,Product_Category,Unit_Price,Quantity,Total,Date,Time,Payment,Rating
SLM-100241,Colombo,Colombo,Normal,Female,Food,1994.72,4,9415.08,2026-02-05,13:24,Card,7.9
SLM-100242,Colombo,Colombo,Normal,Male,Food,2098.7,7,17335.26,2026-01-09,17:24,Cash,6.6
SLM-100243,Kandy,Kandy,Member,Female,Beverages,331.28,2,636.06,2026-01-12,14:03,Card,7.0
SLM-100244,Colombo,Colombo,Member,Female,Personal Care,1096.86,3,3882.88,2026-01-08,16:32,Card,6.8
SLM-100245,Colombo,Colombo,Member,Female,Household,3752.83,1,4428.34,2026-02-03,15:01,Card,7.2
SLM-100246,Kandy,Kandy,Normal,Female,Household,2424.16,5,11635.97,2026-02-20,18:52,Cash,5.8
SLM-100247,Kandy,Kandy,Member,Male,Household,1741.79,6,10032.71,2026-01-21,12:51,Cash,9.3
SLM-100248,Colombo,Colombo,Normal,Female,Food,770.47,2,1818.31,2026-01-13,21:45,Cash,5.4
SLM-100249,Colombo,Colombo,Normal,Male,Food,189.81,7,1567.83,2026-02-15,17:59,Card,8.1
SLM-100250,Kandy,Kandy,Member,Female,Beverages,616.48,5,2959.1,2026-03-01,19:31,Cash,6.2
SLM-100251,Colombo,Colombo,Member,Male,Food,1723.43,5,10168.24,2026-02-27,15:17,Cash,7.7
SLM-100252,Colombo,Colombo,Member,Male,Electronics,3171.68,4,14970.33,2026-01-30,12:07,Cash,8.8
SLM-100253,Galle,Galle,Member,Female,Household,3332.24,4,11996.06,2026-02-04,14:25,Cash,5.1
SLM-100254,Colombo,Colombo,Normal,Female,Personal Care,340.68,7,2814.02,2026-01-19,19:17,Cash,6.5
SLM-100255,Galle,Galle,Member,Male,Household,1763.17,4,6347.41,2026-02-23,18:53,Cash,7.2
SLM-100256,Galle,Galle,Member,Female,Beverages,855.66,6,4620.56,2026-02-19,17:55,Cash,6.8
SLM-100257,Kandy,Kandy,Normal,Male,Food,797.07,3,2295.56,2026-02-18,13:51,Card,7.9
SLM-100258,Colombo,Colombo,Normal,Female,Personal Care,754.84,1,890.71,2026-01-03,11:34,eZ Cash,7.3
SLM-100259,Colombo,Colombo,Normal,Male,Household,2934.07,4,13848.81,2026-01-12,14:04,Cash,8.3
SLM-100260,Colombo,Colombo,Member,Female,Household,2367.38,6,16761.05,2026-02-23,18:41,Cash,5.7
SLM-100261,Kandy,Kandy,Member,Female,Electronics,6955.17,3,20030.89,2026-01-26,21:19,Card,7.8
SLM-100262,Colombo,Colombo,Member,Female,Food,2061.55,1,2432.63,2026-02-20,11:31,eZ Cash,7.1
SLM-100263,Kandy,Kandy,Member,Male,Household,2492.28,6,14355.53,2026-02-22,18:03,Cash,8.2
SLM-100264,Kandy,Kandy,Normal,Female,Household,2608.42,5,12520.42,2026-01-30,15:40,Cash,4.7
SLM-100265,Kandy,Kandy,Normal,Male,Household,424.21,4,1628.97,2026-01-21,14:51,Card,8.0
SLM-100266,Kandy,Kandy,Normal,Female,Household,2158.15,1,2071.82,2026-02-20,16:46,eZ Cash,7.6
SLM-100267,Kandy,Kandy,Member,Female,Household,1037.17,6,5974.1,2026-02-27,17:53,Cash,9.0
SLM-100268,Kandy,Kandy,Normal,Female,Personal Care,1437.8,1,1380.29,2026-01-23,14:19,Cash,7.3
SLM-100269,Galle,Galle,Normal,Male,Food,393.62,5,1771.29,2026-02-20,14:02,eZ Cash,7.3
SLM-100270,Colombo,Colombo,Normal,Female,Electronics,4717.1,7,38963.25,2026-02-23,09:57,Card,7.9
SLM-100271,Colombo,Colombo,Normal,Female,Food,1559.69,4,7361.74,2026-02-20,20:29,eZ Cash,6.5
SLM-100272,Galle,Galle,Normal,Male,Household,1892.23,1,1703.01,2026-02-12,14:52,eZ Cash,4.7
SLM-100273,Colombo,Colombo,Member,Male,Household,1013.72,5,5980.95,2026-01-23,11:23,eZ Cash,7.2
SLM-100274,Colombo,Colombo,Normal,Male,Personal Care,1707.71,5,10075.49,2026-02-01,16:54,eZ Cash,8.2
SLM-100275,Kandy,Kandy,Normal,Male,Beverages,130.29,4,500.31,2026-02-01,15:18,Cash,8.3
SLM-100276,Kandy,Kandy,Member,Male,Electronics,2883.42,2,5536.17,2026-01-15,13:56,Card,8.6
SLM-100277,Galle,Galle,Member,Male,Household,338.89,3,915.0,2026-02-18,13:15,Card,
SLM-100278,Galle,Galle,Normal,Female,Household ,1656.03,1,1490.43,2026-01-05,09:43,Cash,7.5
SLM-100279,Kandy,Kandy,Normal,Female,Personal Care,1499.4,5,7197.12,2026-02-25,16:15,eZ Cash,9.5
SLM-100280,Colombo,Colombo,Normal,Male,Food,573.15,4,2705.27,2026-01-21,08:36,Cash,6.5
SLM-100281,Colombo,Colombo,Normal,Female,Household,691.66,6,4896.95,2026-01-23,13:53,eZ Cash,5.1
SLM-100282,Galle,Galle,Member,Male,Household,1871.45,2,3368.61,2026-01-28,18:29,Cash,6.8
SLM-100283,Kandy,Kandy,Member,Female,Electronics,8054.08,5,38659.58,2026-01-09,15:18,Cash,6.7
SLM-100284,Galle,Galle,Normal,Male,Electronics,8519.82,2,15335.68,2026-02-24,20:21,Cash,8.7
SLM-100285,Kandy,Kandy,Member,Female,Food,667.45,3,1922.26,2026-02-02,10:35,Card,7.4
SLM-100286,Kandy,Kandy,Normal,Female,Food,1842.33,5,8843.18,2026-03-01,12:42,eZ Cash,7.1
SLM-100287,Colombo,Colombo,Normal,Female,Personal Care,2112.97,7,17453.13,2026-03-01,17:10,eZ Cash,7.8
SLM-100288,Galle,Galle,Normal,Female,Beverages,589.34,5,2652.03,2026-01-14,10:55,Cash,9.0
SLM-100289,Colombo,Colombo,Member,Male,Personal Care,2346.3,6,16611.8,2026-01-19,10:29,Cash,5.0
SLM-100290,Colombo,Colombo,Normal,Female,Household,2028.49,6,14361.71,2026-02-14,15:47,eZ Cash,6.3
SLM-100291,Galle,Galle,Member,Male,Food,1673.13,5,7529.09,2026-02-10,12:34,Card,7.1
SLM-100292,Galle,Galle,Member,Male,Electronics,8498.81,5,38244.64,2026-02-19,11:52,Cash,6.8
SLM-100293,Galle,Galle,Normal,Female,Beverages,794.21,2,1429.58,2026-01-29,17:31,Cash,7.0
SLM-100294,Colombo,Colombo,Normal,Female,Food,684.33,2,1615.02,2026-01-20,11:58,eZ Cash,6.1
SLM-100295,Colombo,Colombo,Normal,Female,Beverages,790.18,3,2797.24,2026-01-11,14:40,Card,5.3
SLM-100296,Colombo,Colombo,Member,Female,Food,783.49,1,924.52,2026-02-05,16:53,Cash,6.6
SLM-100297,Kandy,Kandy,Normal,Male,Household,580.54,3,1671.96,2026-02-21,19:32,Card,6.9
SLM-100298,Colombo,Colombo,Member,Male,Beverages,147.34,6,1043.17,2026-02-20,12:02,eZ Cash,5.9
SLM-100299,Galle,Galle,Normal,Female,Household,2114.08,6,11416.03,2026-02-25,17:41,Cash,8.3
SLM-100300,Colombo,Colombo,Normal,Female,Household,3235.98,2,7636.91,2026-01-14,21:26,Cash,7.1
SLM-100301,Galle,Galle,Member,Female,Household,2074.87,1,1867.38,2026-02-17,13:31,Card,8.6
SLM-100302,Colombo,Colombo,Member,Male,Household,2688.32,6,19033.31,2026-01-24,15:34,Cash,9.6
SLM-100303,Galle,Galle,Normal,Female,Household,2475.02,4,8910.07,2026-02-10,14:50,eZ Cash,6.9
SLM-100304,Kandy,Kandy,Member,Male,Food,674.43,4,2589.81,2026-02-13,13:35,Cash,8.6
SLM-100305,Colombo,Colombo,Normal,Male,Food,237.15,4,1119.35,2026-01-16,16:41,eZ Cash,8.6
SLM-100306,Colombo,Colombo,Normal,Male,Food,2110.84,5,12453.96,2026-01-28,21:55,,6.5
SLM-100307,Galle,Galle,Member,Female,Beverages,805.92,4,2901.31,2026-02-08,17:27,Cash,7.0
SLM-100308,Colombo,Colombo,Member,Male,Beverages,483.74,5,2854.07,2026-02-23,12:47,Cash,7.9
SLM-100309,Galle,Galle,Member,Male,Beverages,477.99,3,1290.57,2026-01-17,18:24,Card,7.1
SLM-100310,Kandy,Kandy,Normal,Female,Beverages,463.97,2,890.82,2026-01-25,15:12,Cash,6.4
SLM-100311,Colombo,Colombo,Normal,Male,Electronics,1789.78,3,6335.82,2026-01-02,16:53,Cash,5.4
SLM-100312,Colombo,Colombo,Member,Male,Food,506.98,3,1794.71,2026-01-29,10:31,Cash,8.2
SLM-100313,Colombo,Colombo,Normal,Female,Food,436.25,7,3603.42,2026-02-07,11:53,eZ Cash,5.0
SLM-100314,Colombo,Colombo,Normal,Male,Household,1741.3,4,8218.94,2026-01-26,14:12,Cash,7.5
SLM-100315,Kandy,Kandy,Normal,Female,Food,2044.19,5,9812.11,2026-02-01,16:36,Card,6.5
SLM-100316,Kandy,Kandy,Member,Female,Food,1905.87,5,9148.18,2026-02-03,09:16,Cash,9.2
SLM-100317,Kandy,Kandy,Member,Male,Household,2678.2,3,7713.22,2026-01-31,16:28,Cash,5.8
SLM-100318,Kandy,Kandy,Normal,Female,Household,1924.86,1,1847.87,2026-02-09,13:42,eZ Cash,4.7
SLM-100319,Colombo,Colombo,Normal,Male,Food,752.87,3,2665.16,2026-02-17,14:07,eZ Cash,8.7
SLM-100320,Colombo,Colombo,Normal,Male,Electronics,5643.03,5,33293.88,2026-01-20,14:08,eZ Cash,7.1
SLM-100321,Galle,Galle,Normal,Male,Food,1376.2,4,4954.32,2026-02-20,13:55,Card,8.3
SLM-100322,Colombo,Colombo,Normal,Male,Household,705.05,4,3327.84,2026-02-19,20:56,Card,7.9
SLM-100323,Kandy,Kandy,Normal,Male,Food,381.01,2,731.54,2026-01-04,16:36,Cash,5.9
SLM-100324,Kandy,Kandy,Member,Male,Personal Care,2168.95,6,12493.15,2026-02-02,13:36,Card,7.6
SLM-100325,Kandy,Kandy,Member,Female,Food,1855.03,3,5342.49,2026-01-15,16:58,Cash,4.9
SLM-100326,Galle,Galle,Normal,Female,Food,1696.69,2,3054.04,2026-02-23,13:06,Card,7.5
SLM-100327,Colombo,Colombo,Normal,Female,Food,838.85,3,2969.53,2026-02-05,12:56,Card,3.9
SLM-100328,Colombo,Colombo,Member,Male,Food,1916.55,3,6784.59,2026-02-17,16:38,Cash,6.2
SLM-100329,Colombo,Colombo,Normal,Male,Household,267.7,5,1579.43,2026-01-15,12:42,Card,7.2
SLM-100330,Kandy,Kandy,Normal,Female,Electronics,5187.85,6,29882.02,2026-01-13,16:40,Cash,10.0
SLM-100331,Kandy,Kandy,Normal,Female,Household,2009.15,1,1928.78,2026-01-31,16:11,Card,9.3
SLM-100332,Kandy,Kandy,Member,Male,Electronics,4491.37,3,12935.15,2026-01-09,15:54,Cash,5.6
SLM-100333,Colombo,Colombo,Normal,Female,Personal Care,1931.01,8,18228.73,2026-01-21,19:00,Card,4.6
SLM-100334,Colombo,Colombo,Member,Male,Household,3022.26,5,17831.33,2026-01-28,18:06,Card,6.5
SLM-100335,Galle,Galle,Normal,Male,Electronics,8302.1,3,22415.67,2026-01-16,21:07,Cash,7.7
SLM-100336,Colombo,Colombo,Member,Male,Electronics,3063.36,5,18073.82,2026-02-08,20:42,Cash,7.9
SLM-100337,Kandy,Kandy,Member,Male,Food,695.48,5,3338.3,2026-02-09,17:56,Card,8.8
SLM-100338,Colombo,Colombo,Normal,Female,Food,507.6,5,2994.84,2026-01-04,14:16,Cash,9.1
SLM-100339,Kandy,Kandy,Member,Male,Household,3601.01,6,20741.82,2026-02-11,14:14,Card,6.3
SLM-100340,Galle,Galle,Normal,Male,Food,1749.35,2,3148.83,2026-01-28,14:00,Cash,7.8
SLM-100341,Galle,Galle,Normal,Female,Personal Care,1902.36,3,5136.37,2026-01-10,19:17,Cash,7.2
SLM-100342,Colombo,Colombo,Member,Female,Food,321.87,6,2278.84,2026-01-19,09:46,eZ Cash,5.7
SLM-100343,Colombo,Colombo,Normal,Male,Household,591.48,4,2791.79,2026-01-18,12:36,Card,5.7
SLM-100344,Kandy,Kandy,Normal,Female,Household,392.64,4,1507.74,2026-01-03,19:44,eZ Cash,7.1
SLM-100345,Colombo,Colombo,Normal,Female,Food,296.54,5,1749.59,2026-02-21,10:56,Cash,7.6
SLM-100346,Colombo,Colombo,Member,Male,Household,2549.97,3,9026.89,2026-02-03,14:33,eZ Cash,7.9
SLM-100347,Galle,Galle,Normal,Male,Electronics,6695.14,3,18076.88,2026-01-15,20:50,Cash,7.3
SLM-100348,Colombo,Colombo,Member,Male,Household,3056.8,2,7214.05,2026-02-14,16:40,Cash,6.2
SLM-100349,Colombo,Colombo,Member,Female,Personal Care,2019.02,3,7147.33,2026-02-28,17:16,Cash,7.6
SLM-100350,Kandy,Kandy,Normal,Female,Beverages,213.06,1,204.54,2026-01-01,15:21,eZ Cash,6.3
SLM-100351,Colombo,Colombo,Member,Male,Food,1994.47,7,16474.32,2026-01-18,16:42,Card,5.7
SLM-100352,Colombo,Colombo,Normal,Female,Beverages,926.23,3,3278.85,2026-02-10,16:52,eZ Cash,8.0
SLM-100353,Colombo,Colombo,Member,Male,Household,402.56,5,2375.1,2026-01-05,10:09,Cash,6.7
SLM-100354,Colombo,Colombo,Member,Female,Electronics,2621.44,3,9279.9,2026-02-11,20:45,Card,6.9
SLM-100355,Galle,Galle,Normal,Female,Beverages,388.78,4,1399.61,2026-01-03,10:38,Cash,7.8
SLM-100356,Colombo,Colombo,Normal,Male,Household,1744.74,3,6176.38,2026-01-22,10:07,Card,5.5
SLM-100357,Kandy,Kandy,Normal,Male,Personal Care,1382.69,1,1327.38,2026-01-02,15:57,Cash,6.4
SLM-100358,Colombo,Colombo,Normal,Male,Food,305.01,4,1439.65,2026-01-07,08:43,eZ Cash,5.8
SLM-100359,Kandy,Kandy,Normal,Female,Food,309.22,2,593.7,2026-02-17,17:52,Cash,6.1
SLM-100360,Kandy,Kandy,Normal,Male,Personal Care,1642.42,4,6306.89,2026-02-23,19:55,Cash,8.7
SLM-100361,Galle,Galle,Member,Female,Food,670.2,3,1809.54,2026-02-03,14:11,Cash,6.8
SLM-100362,Kandy,Kandy,Member,Female,Personal Care,561.4,4,2155.78,2026-02-19,10:41,Card,6.8
SLM-100363,Galle,Galle,Member,Female,Food,414.52,2,746.14,2026-01-18,09:01,Card,4.5
SLM-100364,Kandy,Kandy,Normal,Male,Household,1379.13,4,5295.86,2026-01-08,14:16,Cash,5.4
SLM-100365,Kandy,Kandy,Normal,Male,Food,1070.9,2,2056.13,2026-01-01,19:31,Card,8.0
SLM-100366,Kandy,Kandy,Member,Male,Electronics,5139.4,2,9867.65,2026-01-29,20:01,Card,10.0
SLM-100367,Colombo,Colombo,Normal,Female,Household,3603.08,3,12754.9,2026-01-09,15:08,eZ Cash,8.6
SLM-100368,Colombo,Colombo,Normal,Female,Food,402.54,5,2374.99,2026-02-01,17:55,Card,8.2
SLM-100369,Galle,Galle,Normal,Female,Personal Care,1428.48,4,5142.53,2026-02-17,13:52,Cash,4.7
SLM-100370,Kandy,Kandy,Member,Female,Food,648.8,5,3114.24,2026-01-04,16:03,eZ Cash,8.2
SLM-100371,Colombo,Colombo,Normal,Female,Beverages,247.98,2,585.23,2026-02-22,15:40,eZ Cash,7.7
SLM-100372,Kandy,Kandy,Normal,Female,Food,333.42,6,1920.5,2026-01-20,16:59,Cash,7.4
SLM-100373,Kandy,Kandy,Member,Female,Food,916.01,2,1758.74,2026-01-21,19:11,Card,7.6
SLM-100374,Colombo,Colombo,Normal,Male,Household,253.52,2,598.31,2026-01-18,09:41,eZ Cash,6.8
SLM-100375,Colombo,Colombo,Normal,Female,Beverages,775.33,3,2744.67,2026-02-15,08:23,Card,6.5
SLM-100376,Colombo,Colombo,Member,Female,Beverages,491.11,3,1738.53,2026-02-11,16:58,eZ Cash,6.0
SLM-100377,Galle,Galle,Normal,Male,Household,1819.63,7,11463.67,2026-02-02,17:04,Card,5.6
SLM-100378,Kandy,Kandy,Normal,Female,Food,1186.72,1,1139.25,2026-02-01,16:59,Cash,4.3
SLM-100379,Galle,Galle,Normal,Female,Personal Care,1128.74,4,4063.46,2026-01-24,19:54,Card,8.8
SLM-100380,Kandy,Kandy,Normal,Male,Beverages,792.25,3,2281.68,2026-02-06,17:27,eZ Cash,9.6
SLM-100381,Galle,Galle,Normal,Female,Personal Care,1654.82,4,5957.35,2026-02-01,11:04,eZ Cash,7.3
SLM-100382,Colombo,Colombo,Member,Female,Beverages,478.83,1,565.02,2026-02-20,10:55,Cash,8.5
SLM-100383,Colombo,Colombo,Normal,Male,Household,3073.4,6,21759.67,2026-01-14,12:09,eZ Cash,7.5
SLM-100384,Kandy,Kandy,Normal,Male,Food,846.65,3,2438.35,2026-01-10,15:25,eZ Cash,9.9
SLM-100385,Galle,Galle,Normal,Male,Beverages,550.96,5,2479.32,2026-02-02,13:02,Card,5.5
SLM-100386,Kandy,Kandy,Normal,Female,Beverages,870.74,6,5015.46,2026-02-17,12:17,Card,8.9
SLM-100387,Galle,Galle,Member,Female,Personal Care,519.89,3,1403.7,2026-02-05,13:53,eZ Cash,6.8
SLM-100388,Colombo,Colombo,Normal,Male,Food,1726.79,5,10188.06,2026-02-13,18:37,eZ Cash,8.0
SLM-100389,Colombo,Colombo,Normal,Female,Food,1803.84,3,6385.59,2026-01-16,13:46,eZ Cash,5.4
SLM-100390,Galle,Galle,Normal,Male,Electronics,5006.53,1,4505.88,2026-03-01,13:15,eZ Cash,7.2
SLM-100391,Colombo,Colombo,Member,Male,Food,581.89,4,2746.52,2026-01-20,12:21,eZ Cash,5.2
SLM-100392,Kandy,Kandy,Normal,Male,Food,827.58,4,3177.91,2026-02-07,21:21,Cash,6.8
SLM-100393,Galle,Galle,Normal,Male,Electronics,6879.52,1,6191.57,2026-01-12,16:33,eZ Cash,9.3
SLM-100394,Kandy,Kandy,Member,Male,Food,1840.7,2,3534.14,2026-02-18,12:35,Cash,6.9
SLM-100395,Colombo,Colombo,Normal,Female,Food,1706.87,2,4028.21,2026-01-26,14:10,Cash,9.0
SLM-100396,Colombo,Colombo,Member,Female,Food,821.66,2,1939.12,2026-01-26,10:30,Cash,7.1
SLM-100397,Colombo,Colombo,Normal,Male,Household,1103.68,3,3907.03,2026-02-28,14:53,Card,7.3
SLM-100398,Colombo,Colombo,Normal,Male,Food,878.62,7,7257.4,2026-01-20,18:47,Cash,9.5
SLM-100399,Colombo,Colombo,Normal,Male,Beverages,524.25,5,3093.07,2026-01-23,12:10,Card,10.0
SLM-100400,Colombo,Colombo,Member,Female,Household,577.51,6,4088.77,2026-01-26,16:14,Cash,6.2
SLM-100401,Colombo,Colombo,Member,Female,Food,1339.59,5,7903.58,2026-02-09,17:53,Card,7.7
SLM-100402,Kandy,Kandy,Normal,Male,Personal Care ,2015.26,5,9673.25,2026-02-23,21:34,Card,6.0
SLM-100403,Galle,Galle,Normal,Female,Beverages,649.78,6,3508.81,2026-02-13,15:40,Card,6.9
SLM-100404,Galle,Galle,Member,Female,Household,2937.06,6,15860.12,2026-02-09,20:12,Cash,5.3
SLM-100405,Galle,Galle,Member,Female,Personal Care,2105.82,2,3790.48,2026-01-02,15:38,Card,8.0
SLM-100406,Colombo,Colombo,Normal,Female,Food,1950.32,3,6904.13,2026-01-06,13:34,Cash,7.0
SLM-100407,Galle,Galle,Normal,Male,Food,741.86,2,1335.35,2026-01-10,20:20,Cash,4.7
SLM-100408,Colombo,Colombo,Member,Female,Personal Care,1420.38,3,5028.15,2026-02-09,14:03,eZ Cash,7.4
SLM-100409,Kandy,Kandy,Normal,Female,Personal Care,1368.95,2,2628.38,2026-01-07,17:37,Cash,7.1
SLM-100410,Galle,Galle,Normal,Female,Food,1240.12,6,6696.65,2026-02-25,20:11,Card,7.1
SLM-100411,Colombo,Colombo,Member,Male,Food,490.11,5,2891.65,2026-02-08,16:07,Cash,7.8
SLM-100412,Colombo,Colombo,Member,Male,Food,539.98,1,637.18,2026-02-17,08:12,eZ Cash,7.6
SLM-100413,Galle,Galle,Normal,Female,Food,1319.43,3,3562.46,2026-03-01,09:43,Cash,7.6
SLM-100414,Kandy,Kandy,Normal,Male,Personal Care,1699.16,1,1631.19,2026-01-23,15:33,Cash,9.2
SLM-100415,Colombo,Colombo,Normal,Female,Household,1939.49,4,9154.39,2026-01-29,16:47,Cash,8.4
SLM-100416,Kandy,Kandy,Member,Female,Food,1558.77,4,5985.68,2026-02-09,16:47,Card,6.9
SLM-100417,Kandy,Kandy,Member,Male,Beverages,350.49,6,2018.82,2026-01-24,14:16,Cash,8.7
SLM-100418,Galle,Galle,Member,Female,Food,1129.33,6,6098.38,2026-02-10,08:42,eZ Cash,8.6
SLM-100419,Colombo,Colombo,Normal,Male,Household,1908.0,6,13508.64,2026-02-19,14:15,eZ Cash,9.0
SLM-100420,Colombo,Colombo,Member,Male,Electronics,1659.84,6,11751.67,2026-02-24,14:21,Card,8.1
SLM-100421,Galle,Galle,Member,Female,Personal Care,2428.01,4,8740.84,2026-01-09,13:59,Card,6.2
SLM-100422,Kandy,Kandy,Normal,Female,Food,988.13,4,3794.42,2026-01-12,11:37,eZ Cash,7.5
SLM-100423,Kandy,Kandy,Normal,Male,Household,3135.81,5,15051.89,2026-02-02,19:22,Card,9.2
SLM-100424,Kandy,Kandy,Normal,Male,Beverages,373.08,6,2148.94,2026-02-02,15:23,Cash,7.5
SLM-100425,Colombo,Colombo,Normal,Male,Electronics,3158.83,3,11182.26,2026-01-06,16:20,eZ Cash,8.0
SLM-100426,Kandy,Kandy,Normal,Male,Beverages,149.9,2,287.81,2026-01-18,15:04,Card,4.2
SLM-100427,Colombo,Colombo,Member,Female,Food,565.59,2,1334.79,2026-02-22,16:49,Cash,4.8
SLM-100428,Galle,Galle,Member,Male,Electronics,9054.95,2,16298.91,2026-01-05,17:25,eZ Cash,5.0
SLM-100429,Galle,Galle,Member,Male,Food,442.05,7,2784.91,2026-01-17,17:23,Cash,5.6
SLM-100430,Kandy,Kandy,Member,Male,Food,2106.78,6,12135.05,2026-02-01,11:25,Cash,9.0
SLM-100431,Colombo,Colombo,Member,Female,Beverages,661.01,4,3119.97,2026-01-13,10:08,Cash,5.6
SLM-100432,Colombo,Colombo,Member,Male,Beverages,942.07,7,7781.5,2026-01-26,21:52,Cash,8.0
SLM-100433,Colombo,Colombo,Member,Female,Beverages,401.92,5,2371.33,2026-02-26,12:05,Cash,5.3
SLM-100434,Kandy,Kandy,Member,Female,Beverages,246.55,4,946.75,2026-03-01,11:14,eZ Cash,7.5
SLM-100435,Colombo,Colombo,Normal,Male,Household,1139.66,1,1344.8,2026-02-13,15:57,Cash,5.3
SLM-100436,Colombo,Colombo,Normal,Female,Electronics,6715.7,5,39622.63,2026-01-24,17:47,Cash,7.8
SLM-100437,Kandy,Kandy,Normal,Female,Food,973.31,6,5606.27,2026-01-03,13:49,Cash,7.1
SLM-100438,Galle,Galle,Member,Female,Electronics,5344.48,2,9620.06,2026-01-05,13:39,eZ Cash,7.2
SLM-100439,Kandy,Kandy,Normal,Female,Beverages,807.4,3,2325.31,2026-01-08,19:11,eZ Cash,6.6
SLM-100440,Galle,Galle,Normal,Male,Food,1364.0,5,6138.0,2026-02-14,10:08,eZ Cash,7.5
SLM-100441,Colombo,Colombo,Member,Female,Household,1739.79,2,4105.9,2026-01-25,11:05,Card,6.7
SLM-100442,Colombo,Colombo,Normal,Male,Food,1653.13,4,7802.77,2026-01-18,13:22,Card,5.9
SLM-100443,Colombo,Colombo,Member,Female,Food,1724.92,3,6106.22,2026-01-14,18:26,Card,8.4
SLM-100444,Kandy,Kandy,Normal,Female,Food,1510.69,3,4350.79,2026-01-19,16:54,Cash,7.7
SLM-100445,Kandy,Kandy,Normal,Female,Beverages,386.95,7,2600.3,2026-02-16,18:54,Card,7.2
SLM-100446,Colombo,Colombo,Normal,Male,Food,1156.77,5,6824.94,2026-01-25,20:51,eZ Cash,7.0
SLM-100447,Colombo,Colombo,Normal,Male,Beverages,782.7,7,6465.1,2026-02-07,19:38,Card,6.3
SLM-100448,Kandy,Kandy,Member,Male,Personal Care,1896.44,5,9102.91,2026-01-24,18:30,Cash,6.5
SLM-100449,Colombo,Colombo,Normal,Male,Food,1574.62,1,1858.05,2026-01-29,15:15,Card,8.3
SLM-100450,Colombo,Colombo,Normal,Male,Food,1090.87,5,6436.13,2026-01-17,12:39,Cash,6.1
SLM-100451,Kandy,Kandy,Member,Female,Beverages,565.28,6,3256.01,2026-02-27,15:01,eZ Cash,6.1
SLM-100452,Colombo,Colombo,Normal,Male,Household,3749.78,7,30973.18,2026-02-16,17:33,Card,8.5
SLM-100453,Kandy,Kandy,Normal,Male,Personal Care,432.01,1,414.73,2026-01-15,11:10,Card,5.7
SLM-100454,Kandy,Kandy,Normal,Male,Food,1228.66,6,7077.08,2026-02-23,10:05,Cash,6.2
SLM-100455,Galle,Galle,Member,Male,Household,2898.94,3,7827.14,2026-02-02,18:13,Cash,7.9
SLM-100456,Kandy,Kandy,Member,Male,Beverages,214.19,2,411.24,2026-01-21,16:05,eZ Cash,6.4
SLM-100457,Kandy,Kandy,Member,Male,Food,855.62,2,1642.79,2026-02-12,11:49,Cash,5.9
SLM-100458,Kandy,Kandy,Member,Female,Electronics,1762.06,6,10149.47,2026-02-03,17:23,Cash,5.9
SLM-100459,Galle,Galle,Normal,Male,Household,3029.7,4,10906.92,2026-02-01,18:08,Cash,7.3
SLM-100460,Galle,Galle,Member,Female,Food,1796.4,1,1616.76,2026-01-28,14:16,eZ Cash,6.5
SLM-100461,Colombo,Colombo,Member,Female,Beverages,913.64,7,7546.67,2026-02-23,13:34,eZ Cash,7.6
SLM-100462,Kandy,Kandy,Normal,Male,Personal Care,2099.25,5,10076.4,2026-03-01,18:25,eZ Cash,6.1
SLM-100463,Galle,Galle,Member,Female,Beverages,831.09,4,2991.92,2026-02-12,13:02,Cash,7.3
SLM-100464,Kandy,Kandy,Member,Male,Food,2017.78,4,7748.28,2026-03-01,12:53,Cash,8.5
SLM-100465,Colombo,Colombo,Member,Female,Personal Care,1155.17,3,4089.3,2026-01-18,15:35,Card,7.6
SLM-100466,Kandy,Kandy,Normal,Female,Beverages,130.14,4,499.74,2026-02-16,11:23,Card,8.7
SLM-100467,Kandy,Kandy,Normal,Female,Food,1835.87,4,7049.74,2026-02-18,08:26,eZ Cash,8.8
SLM-100468,Colombo,Colombo,Normal,Female,Household,2445.82,3,8658.2,2026-02-03,09:49,Card,7.7
SLM-100469,Galle,Galle,Normal,Female,Electronics,2040.96,1,1836.86,2026-02-20,15:06,Cash,8.0
SLM-100470,Colombo,Colombo,Normal,Female,Food,431.71,1,509.42,2026-01-21,16:48,Card,5.8
SLM-100471,Galle,Galle,Normal,Female,Personal Care,622.63,4,2241.47,2026-01-30,09:41,Card,6.6
SLM-100472,Galle,Galle,Member,Female,Beverages,735.6,4,2648.16,2026-02-23,12:45,Card,7.6
SLM-100473,Colombo,Colombo,Normal,Female,Household,770.51,3,2727.61,2026-01-08,15:02,Cash,7.0
SLM-100474,Kandy,Kandy,Member,Male,Food,1990.5,6,11465.28,2026-02-01,08:43,Cash,6.7
SLM-100475,Kandy,Kandy,Normal,Female,Food,491.57,2,943.81,2026-02-04,17:54,Card,6.3
SLM-100476,Kandy,Kandy,Normal,Male,Beverages,269.68,4,1035.57,2026-01-10,18:21,Card,6.9
SLM-100477,Galle,Galle,Member,Female,Beverages,614.3,3,1658.61,2026-01-23,20:16,Cash,7.2
SLM-100478,Colombo,Colombo,Member,Female,Food,699.18,8,6600.26,2026-01-18,18:44,Card,7.5
SLM-100479,Colombo,Colombo,Member,Male,Household,1060.95,4,5007.68,2026-01-12,16:15,Cash,7.4
SLM-100480,Colombo,Colombo,Member,Female,Personal Care,1080.25,2,2549.39,2026-01-24,16:54,Cash,9.2
